movieCd,movieNm,showTm,prdtYear,openDt,typeNm,nations,genres,directors,actors,companys,audits
20157042,셜록: 유령신부,114,2015,20160102,장편,영국,드라마|범죄,더글라스 맥키넌,베네딕트 컴버배치|마틴 프리먼,메가박스중앙(주)플러스엠,12세이상관람가
20153087,포인트 브레이크,113,2015,20160107,장편,미국,액션|범죄,에릭슨 코어,루크 브레시|에드가 라미레즈|테레사 팔머,(주)시네마서비스|(주)나이너스엔터테인먼트,15세이상관람가
20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,103,2015,20160107,장편,일본,애니메이션,하시모토 마사카즈,박영남|김환진|강희선|여민정|야지마 아키코|나라하시 미키|후지와라 케이지|코오로기 사토미,(주)넥스트엔터테인먼트월드(NEW),전체관람가
20155422,굿 다이노,100,2015,20160107,장편,미국,코미디|애니메이션|어드벤처,피터 손,레이몬드 오초아|잭 브라이트,월트디즈니컴퍼니코리아(주),전체관람가|전체관람가
20142641,나를 잊지 말아요,106,2015,20160107,장편,한국,멜로/로맨스,이윤정,정우성|김하늘,씨제이이앤엠(주),15세이상관람가
20158882,유스,123,2015,20160107,장편,영국|이탈리아|프랑스|스위스,드라마,파올로 소렌티노,마이클 케인|하비 케이틀|레이첼 와이즈|폴 다노|제인 폰다,그린나래미디어(주),15세이상관람가
20159510,헤이트풀8,167,2015,20160107,장편,미국,서부극(웨스턴)|액션|스릴러,쿠엔틴 타란티노,사무엘 L. 잭슨|커트 러셀|제니퍼 제이슨 리|월튼 고긴스|데미안 비쉬어|팀 로스|마이클 매드슨|브루스 던|채닝 테이텀,(주)누리픽쳐스,청소년관람불가
20152370,잡아야 산다,96,2015,20160107,장편,한국,액션|코미디,오인천,김승우|김정태,오퍼스픽쳐스(유),15세이상관람가
20154001,레버넌트: 죽음에서 돌아온 자,156,2015,20160114,장편,미국,드라마|어드벤처,알레한드로 곤잘레스 이냐리투,레오나르도 디카프리오|톰 하디,이십세기폭스코리아(주),15세이상관람가
20157158,구스범스,103,2015,20160114,장편,미국,코미디|액션|어드벤처,롭 레터맨,잭 블랙|딜런 미네트|오데야 러쉬|라이언 리,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가
20068576,그날의 분위기,103,2015,20160114,장편,한국,멜로/로맨스,조규장,문채원|유연석,(주)쇼박스,15세이상관람가
20158483,오빠생각,123,2015,20160121,장편,한국,전쟁|드라마,이한,임시완|정준원|이레|고아성|이희준,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가
20150566,극장판 꼬마버스 타요의 에이스 구출작전,48,2015,20160121,장편,한국,애니메이션,류정우,문남숙|정혜옥|최하나|김영선,(주)아이코닉스,전체관람가
20159199,빅쇼트,130,2015,20160121,장편,미국,드라마,아담 맥케이,크리스찬 베일|스티브 카렐|라이언 고슬링|브래드 피트,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가
20150461,스티브 잡스,122,2015,20160121,장편,미국,드라마,대니 보일,마이클 패스벤더|케이트 윈슬렛|세스 로건,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20157466,"로봇, 소리",117,2015,20160127,장편,한국,드라마,이호재,이성민|이희준|이하늬|김원해|채수빈|전혜진|심은경,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가
20151803,쿵푸팬더3,94,2015,20160128,장편,미국,어드벤처|애니메이션|액션,알레산드로 칼로니|여인영,잭 블랙|안젤리나 졸리|더스틴 호프만,씨제이이앤엠(주),전체관람가|전체관람가
20159445,세기의 매치,114,2014,20160128,장편,미국,드라마,에드워드 즈윅,토비 맥과이어|리브 슈라이버|피터 사스가드,판씨네마(주),12세이상관람가
20145507,검사외전,126,2015,20160203,장편,한국,코미디|범죄,이일형,황정민|강동원,(주)쇼박스,15세이상관람가
20159657,최강전사 미니특공대: 영웅의 탄생,68,2016,20160204,장편,한국,애니메이션,이영준,0,(주)삼지애니메이션,전체관람가
20150942,캐롤,118,2015,20160204,장편,영국|미국,드라마,토드 헤인즈,케이트 블란쳇|루니 마라,CGV아트하우스,청소년관람불가
20159059,앨빈과 슈퍼밴드: 악동 어드벤처,91,2015,20160204,장편,미국,코미디|애니메이션|어드벤처,월트 벡커,저스틴 롱|제이슨 리|매튜 그레이 구블러|제시 맥카트니,이십세기폭스코리아(주),전체관람가
20156080,나쁜놈은 죽는다,103,2015,20160204,장편,한국|중국,액션|코미디,손호,손예진|진백림,TCO(주)더콘텐츠온|(유)조이앤시네마,15세이상관람가
20150456,드레스메이커,118,2015,20160211,장편,호주,드라마,조셀린 무어하우스,케이트 윈슬렛|주디 데이비스|리암 헴스워스|휴고 위빙,(주)리틀빅픽쳐스,15세이상관람가
20150725,극장판 아이엠스타 : 꿈의 오디션!,88,2014,20160211,장편,일본,애니메이션,키무라 류이치,정혜원|이용신|김채하|소연|여윤미|모로호시 스미레|타도코로 아즈사|오오하시 아야카,씨제이이앤엠(주),전체관람가
20150903,번개맨,72,2015,20160211,장편,한국,가족|판타지,조근현,정현진|루나,씨네그루(주)키다리이엔티,전체관람가
20155501,주토피아,108,2015,20160217,장편,미국,어드벤처|애니메이션|액션,리치 무어|바이론 하워드,지니퍼 굿윈|제이슨 베이트먼,월트디즈니컴퍼니코리아(주),전체관람가|전체관람가
20150977,좋아해줘,122,2015,20160217,장편,한국,코미디|멜로/로맨스,박현진,이미연|최지우|김주혁|유아인|강하늘|이솜,씨제이이앤엠(주),12세이상관람가
20153781,데드풀,107,2016,20160217,장편,미국,SF|액션,팀 밀러,라이언 레이놀즈,이십세기폭스코리아(주),청소년관람불가
20158482,동주,110,2015,20160217,장편,한국,드라마,이준익,강하늘|박정민,메가박스중앙(주)플러스엠,12세이상관람가
20155020,대니쉬 걸,119,2015,20160217,장편,영국|미국,드라마,톰 후퍼,에디 레드메인|알리시아 비칸데르,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가
20151111,빌리와 용감한 녀석들: 치킨 히어로,83,2015,20160217,장편,멕시코|미국,애니메이션,로돌포 리바 팔라시오 알라트리스테|가브리엘 리바 팔라시오 알라트리스테,이재범|김혜성|이경태|브루노 비처|안젤리카 베일|오마르 차파로,(주)박수엔터테인먼트|㈜코리아스크린,전체관람가
20150565,스포트라이트,128,2015,20160224,장편,미국,스릴러|드라마,토마스 맥카시,마이클 키튼|마크 러팔로|레이첼 맥아담스,(주)팝엔터테인먼트,15세이상관람가
20161364,귀향,127,2015,20160224,장편,한국,드라마,조정래,박지희|강하나|서미지|홍세나|김시은|남상지|최리|정무성|김민수|류신|임성철|이승현|오지혜|정인기,(주)와우픽쳐스,15세이상관람가
20151021,순정,113,2015,20160224,장편,한국,드라마,이은희,디오|김소현|연준석|이다윗|주아름|박해준|김지호|박용우,(주)리틀빅픽쳐스,12세이상관람가
20161382,레터스 투 갓,113,2010,20160225,장편,미국,드라마|가족,데이빗 닉슨,태너 맥과이어|제프리 존슨|로빈 리블리,(주)모멘텀엔터테인먼트,전체관람가
20161745,제 5침공,112,2015,20160225,장편,미국,SF|액션|어드벤처,J 블레이크슨,클로이 모레츠,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20145502,남과 여,115,2015,20160225,장편,한국,멜로/로맨스,이윤기,전도연|공유,(주)쇼박스,청소년관람불가
20161630,13시간,144,2016,20160303,장편,미국,스릴러|액션|드라마,마이클 베이,존 크래신스키|제임스 뱃지 데일|맥스 마티니|파블로 쉬레이버|데이비드 덴맨|토비 스티븐스|도미닉 푸무사,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가
20156063,룸,117,2015,20160303,장편,캐나다|아일랜드,드라마,레니 에이브러햄슨,브리 라슨|제이콥 트렘블레이|조안 알렌,(주)영화사 빅,15세이상관람가
20159162,갓 오브 이집트,126,2016,20160303,장편,미국,판타지|어드벤처,알렉스 프로야스,제라드 버틀러|니콜라이 코스터 왈도|브렌튼 스웨이츠,(주)시네마서비스|(주)나이너스엔터테인먼트,12세이상관람가|12세이상관람가
20145396,널 기다리며,108,2015,20160310,장편,한국,스릴러,모홍진,심은경|윤제문|김성오,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가
20151884,런던 해즈 폴른,97,2016,20160310,장편,영국|미국,스릴러|액션|범죄,바박 나자피,제라드 버틀러|아론 에크하트|모건 프리먼,메가박스중앙(주)플러스엠,15세이상관람가
20161781,엽문3: 최후의 대결,104,2015,20160310,장편,홍콩,드라마|액션,엽위신,견자단|장진|슝다이린|담요문,씨네그루(주)키다리이엔티,12세이상관람가
20158529,조이,124,2015,20160310,장편,미국,드라마|코미디,데이빗 O. 러셀,제니퍼 로렌스|로버트 드 니로|브래들리 쿠퍼,이십세기폭스코리아(주),12세이상관람가
20162381,일사각오,115,2016,20160317,장편,한국,드라마,고문안|권혁만,이지형,파이오니아21,12세이상관람가
20161881,부활,107,2016,20160317,장편,미국,드라마,케빈 레이놀즈,조셉 파인즈,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20161583,스푹스:MI5,104,2015,20160317,장편,영국,스릴러|액션|드라마,바랫 낼러리,키트 해링턴|피터 퍼스|제니퍼 엘|엘예스 가벨,(주)영화사 빅,15세이상관람가
20161968,오 마이 그랜파,99,2015,20160317,장편,미국,코미디,댄 마저,로버트 드 니로|잭 에프론,판씨네마(주),청소년관람불가
20152781,배트맨 대 슈퍼맨: 저스티스의 시작,151,2016,20160324,장편,미국,판타지|액션|어드벤처,잭 스나이더,벤 애플렉|헨리 카빌,워너브러더스 코리아(주),12세이상관람가|12세이상관람가
20159643,글로리데이,92,2015,20160324,장편,한국,드라마,최정열,지수|수호|류준열|김희찬,(주)엣나인필름,15세이상관람가
20161921,"헤일, 시저!",105,2016,20160324,장편,미국,드라마|코미디,에단 코엔|조엘 코엔,조슈 브롤린|조지 클루니|스칼렛 요한슨|랄프 파인즈|채닝 테이텀|틸다 스윈튼|엘든 이렌리치|조나 힐,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20150902,대배우,108,2015,20160330,장편,한국,코미디,석민우,오달수|윤제문|이경영,(주)대명문화공장|(주)리틀빅픽쳐스,12세이상관람가
20161905,나의 그리스식 웨딩 2,94,2016,20160330,장편,미국,코미디,커크 존스,니아 발다로스|존 코빗|엘레나 캠푸리스,(주)이수C&E,15세이상관람가
20162001,포레스트: 죽음의 숲,93,2016,20160330,장편,미국,공포(호러),제이슨 자다,나탈리 도머|테일러 키니,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20161594,마음이 외치고 싶어해,119,2015,20160330,장편,일본,애니메이션,나가이 타츠유키,미나세 이노리|우치야마 코우키|아마미야 소라|호소야 요시마사|후지와라 케이지|요시다 요,스튜디오 프로그레시브 인큐베이터,12세이상관람가
20162161,미스컨덕트,105,2015,20160330,장편,미국,스릴러|범죄,시모사와 신타로,조쉬 더하멜|안소니 홉킨스|알 파치노|이병헌,(주)박수엔터테인먼트|㈜코리아스크린,15세이상관람가
20152782,"날, 보러와요",90,2015,20160407,장편,한국,스릴러|미스터리,이철하,강예원|이상윤|최진호,메가박스중앙(주)플러스엠,청소년관람불가
20162065,클로버필드 10번지,103,2016,20160407,장편,미국,스릴러|미스터리,댄 트라첸버그,메리 엘리자베스 윈스티드|존 굿맨|존 갤러거 주니어,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가
20161964,독수리 에디,106,2016,20160407,장편,미국,드라마,덱스터 플레처,태런 에저튼|휴 잭맨,이십세기폭스코리아(주),12세이상관람가
20162245,33,126,2015,20160407,장편,칠레|미국,드라마,패트리시아 리건,안토니오 반데라스|로드리고 산토로|줄리엣 비노쉬,(주)나이너스엔터테인먼트,12세이상관람가
20161870,트럼보,124,2015,20160407,장편,미국,드라마,제이 로치,브라이언 크랜스턴|다이안 레인|헬렌 미렌|엘르 패닝,그린나래미디어(주)|(주)프레인글로벌,15세이상관람가
20150470,라스트 홈,112,2014,20160407,장편,미국,드라마,라민 바흐러니,앤드류 가필드|마이클 섀넌,(주)브리즈픽처스,15세이상관람가
20145506,해어화,120,2015,20160413,장편,한국,드라마|사극,박흥식,한효주|천우희|유연석,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가
20142621,시간이탈자,107,2015,20160413,장편,한국,스릴러,곽재용,임수정|조정석|이진욱,씨제이이앤엠(주),15세이상관람가
20158984,헌츠맨: 윈터스 워,113,2016,20160413,장편,미국,어드벤처|액션,세딕 니콜라스 트로얀,크리스 헴스워스|에밀리 블런트|제시카 차스테인|샤를리즈 테론,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가
20162431,극장판 프랭키와 친구들: 생명의 나무,71,2016,20160413,장편,한국,애니메이션,박정오,이소은|안영미|김민정|최승훈,예지림엔터테인먼트,전체관람가
20145182,4등,119,2014,20160413,장편,한국,드라마,정지우,박해준|이항나|유재상,(주)프레인글로벌|CGV아트하우스,15세이상관람가
20162321,트리플 9,115,2016,20160420,장편,미국,스릴러|범죄,존 힐코트,치웨텔 에지오포|케이트 윈슬렛|안소니 마키|우디 해럴슨|캐시 애플렉|노만 리더스|아론 폴|갤 가돗|테레사 팔머,(주)리틀빅픽쳐스,청소년관람불가
20162206,브루클린,111,2016,20160421,장편,미국,멜로/로맨스|드라마,존 크로울리,도널 글리슨|시얼샤 로넌,이십세기폭스코리아(주),12세이상관람가
20162621,파라노말 액티비티: 더 고스트 디멘션,87,2015,20160421,장편,미국,공포(호러)|미스터리,그레고리 플로킨,크리스 J. 머레이|브릿 쇼,(주)박수엔터테인먼트,15세이상관람가|15세이상관람가
20159641,위대한 소원,93,2016,20160421,장편,한국,드라마|코미디,남대중,류덕환|김동영|안재홍|전노민|전미선,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
20159364,캡틴 아메리카: 시빌 워,147,2015,20160427,장편,미국,스릴러|액션|SF,조 루소|안소니 루소,크리스 에반스|로버트 다우니 주니어,월트디즈니컴퍼니코리아(주),12세이상관람가|12세이상관람가
20161842,태양 아래,91,2015,20160427,장편,독일|체코|러시아,다큐멘터리,비탈리 만스키,0,THE 픽쳐스,전체관람가
20162299,시크릿 인 데어 아이즈,110,2015,20160427,장편,미국,스릴러|미스터리,빌리 레이,치웨텔 에지오포|니콜 키드먼|줄리아 로버츠,판씨네마(주),15세이상관람가
20142406,탐정 홍길동: 사라진 마을,125,2016,20160504,장편,한국,액션|드라마,조성희,이제훈|김성균,씨제이이앤엠(주),15세이상관람가
20162300,매직브러시,80,2016,20160504,장편,중국,애니메이션,쯔씽 쫑,김서영|김경희|박상훈|홍진욱|소역침|맹상룡|홍해천,(주)영화사 빅,전체관람가
20162542,다이노소어 어드벤처 : 백악기 공룡대백과,83,2015,20160504,장편,영국,다큐멘터리,앤드류 코헨|닐 나이팅게일|베리 쿡,0,(주)박수엔터테인먼트|(주)애니플러스,전체관람가|전체관람가
20162704,극장판 안녕 자두야,75,2016,20160504,장편,한국,애니메이션,손석우,여민정|양정화,씨제이이앤엠(주),전체관람가
20162461,다이노X 탐험대,71,2016,20160504,장편,한국,다큐멘터리|애니메이션,이동희,정준하|하하,(주)이수C&E,전체관람가
20158888,45년 후,95,2015,20160505,장편,영국,멜로/로맨스|드라마,앤드류 헤이,샬롯 램플링|톰 커트니,판씨네마(주),15세이상관람가
20163137,나의 소녀시대,134,2015,20160512,장편,대만,드라마|멜로/로맨스,프랭키 첸,송운화|왕대륙|이옥새|간정예,오드,15세이상관람가
20140194,곡성,156,2016,20160512,장편,미국|한국,드라마|미스터리|스릴러,나홍진,곽도원|황정민|쿠니무라 준|천우희|김환희,이십세기폭스코리아(주),15세이상관람가
20143509,엽기적인 그녀 2,99,2015,20160512,장편,한국,코미디|멜로/로맨스,조근식,차태현|빅토리아,(주)리틀빅픽쳐스,15세이상관람가
20162627,다이버전트 시리즈: 얼리전트,120,2016,20160512,장편,미국,SF|액션|어드벤처,로베르트 슈벤트케,쉐일린 우들리|테오 제임스,씨네그루(주)키다리이엔티,12세이상관람가
20156559,계춘할망,116,2016,20160519,장편,한국,드라마|가족,창,윤여정|김고은,(주)콘텐츠 난다긴다,15세이상관람가
20163018,싱 스트리트,105,2016,20160519,장편,미국|아일랜드|영국,멜로/로맨스|드라마,존 카니,퍼디아 월시 필로|루시 보인턴,(주)이수C&E,15세이상관람가
20156207,앵그리버드 더 무비,97,2016,20160519,장편,핀란드|미국,애니메이션,클레이 케이티스|퍼갈 레일리,신용우|신동엽|정영웅|제이슨 서디키스|조시 게드|대니 맥브라이드,유니버설픽쳐스인터내셔널 코리아(유),전체관람가|전체관람가
20163182,하드코어 헨리,96,2016,20160519,장편,러시아|미국,SF|액션|어드벤처,일리야 나이슐러,샬토 코플리|팀 로스,㈜코리아스크린|와이드 릴리즈(주),청소년관람불가
20163322,동급생,60,2016,20160519,장편,일본,드라마|애니메이션,나카무라 쇼코,노지마 켄지|카미야 히로시,(주)박수엔터테인먼트,15세이상관람가
20163441,몽키킹2: 서유기 여정의 시작,119,2016,20160519,장편,중국,판타지|액션,정보서,곽부성|공리|풍소봉|샤오선양|나중겸|진혜림,THE 픽쳐스,12세이상관람가
20150523,엑스맨: 아포칼립스,145,2016,20160525,장편,미국,SF|액션|어드벤처|판타지,브라이언 싱어,제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스|오스카 아이삭|니콜라스 홀트,이십세기폭스코리아(주),12세이상관람가|12세이상관람가
20162569,오베라는 남자,115,2015,20160525,장편,스웨덴,드라마,하네스 홀름,롤프 라스가드|바하 파르스|필립 베리,(주)싸이더스|(주)디스테이션,12세이상관람가
20153182,썸니아,96,2015,20160525,장편,미국,공포(호러)|판타지,마이크 플래너건,케이트 보스워스|토마스 제인|제이콥 트렘블레이,(주)박수엔터테인먼트,15세이상관람가
20144444,아가씨,144,2016,20160601,장편,한국,드라마|스릴러,박찬욱,김민희|김태리|하정우,씨제이이앤엠(주),청소년관람불가
20163215,미 비포 유,110,2016,20160601,장편,미국,드라마|멜로/로맨스,테아 샤록,에밀리아 클라크|샘 클래플린,워너브러더스 코리아(주),12세이상관람가
20158242,무서운 이야기 3 : 화성에서 온 소녀,93,2016,20160601,옴니버스,한국,공포(호러),김선|민규동|김곡|백승빈,임슬옹|경수진|박정민|홍은희|차지연,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가
20162925,더 보이,97,2015,20160601,장편,미국,스릴러|공포(호러),윌리엄 브렌트 벨,루퍼트 에반스|로렌 코핸,(주)리틀빅픽쳐스,15세이상관람가
20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,68,2016,20160602,장편,영국,어드벤처|애니메이션,다라 오코넬,하성용|정재헌|엄상현|윤승희|김정은|유동균|김율|한경화,와이드 릴리즈(주),전체관람가
20163841,플래그 더 문,94,2015,20160602,장편,스페인,어드벤처|애니메이션,엔리케 가토,이경태|이지현,(주)박수엔터테인먼트,전체관람가
20158150,워크래프트: 전쟁의 서막,122,2016,20160609,장편,미국,판타지|액션|어드벤처,던칸 존스,트래비스 핌멜|벤 포스터|폴라 패튼|도미닉 쿠퍼|클랜시 브라운|토비 켑벨,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가
20162941,컨저링 2,131,2016,20160609,장편,미국,공포(호러),제임스 완,베라 파미가|패트릭 윌슨,워너브러더스 코리아(주),15세이상관람가
20162967,정글북,105,2015,20160609,장편,미국,드라마|어드벤처,존 파브로,닐 세티|빌 머레이|스칼렛 요한슨|벤 킹슬리|이드리스 엘바|루비타 뇽,월트디즈니컴퍼니코리아(주),12세이상관람가|12세이상관람가
20163164,본 투 비 블루,97,2015,20160609,장편,미국|캐나다|영국,드라마,로버트 뷔드로,에단 호크,그린나래미디어(주),청소년관람불가
20163981,극장판 유희왕 더 다크 사이드 오브 디멘션즈,130,2016,20160609,장편,일본,애니메이션,쿠와바라 사토시,엄상현|장성호|카자마 슌스케|츠다 켄지로,(주)넥스트엔터테인먼트월드(NEW),전체관람가
20159645,특별수사: 사형수의 편지,120,2015,20160616,장편,한국,드라마|범죄,권종관,김명민|김상호,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
20150385,닌자터틀 : 어둠의 히어로,112,2016,20160616,장편,미국,어드벤처|액션,데이브 그린,메간 폭스|스티븐 아멜|윌 아넷|로라 리니|피트 플로첵|앨런 리치슨,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가|12세이상관람가
19818004,불의 전차,123,1981,20160616,장편,영국,드라마,휴 허드슨,벤 크로스|이안 찰슨|나이젤 하버스|셰릴 캠벨|앨리스 크리게,(주)프레인글로벌,12세이상관람가
20150782,인디펜던스 데이 : 리써전스,119,2016,20160622,장편,미국,SF|액션|어드벤처,롤랜드 에머리히,빌 풀먼|리암 헴스워스|제프 골드블럼|비비카 A. 폭스|제시 어셔,이십세기폭스코리아(주),12세이상관람가|12세이상관람가
20163202,크리미널,111,2016,20160622,장편,미국|영국,범죄|액션,아리엘 브로멘,케빈 코스트너|게리 올드만|라이언 레이놀즈|토미 리 존스|갤 가돗,(주)영화사 빅,15세이상관람가
20140704,비밀은 없다,102,2015,20160623,장편,한국,스릴러,이경미,손예진|김주혁,씨제이이앤엠(주),청소년관람불가
20150972,굿바이 싱글,119,2016,20160629,장편,한국,드라마|코미디,김태곤,김혜수|마동석|김현수,(주)쇼박스,15세이상관람가
20154906,사냥,92,2016,20160629,장편,한국,액션,이우철,안성기|조진웅|한예리|권율,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가
20163661,레전드 오브 타잔,109,2016,20160629,장편,미국,어드벤처|액션,데이빗 예이츠,알렉산더 스카스가드|사무엘 L. 잭슨|마고 로비|크리스토프 왈츠,워너브러더스 코리아(주),12세이상관람가|12세이상관람가
20159058,도리를 찾아서,102,2016,20160706,장편,미국,코미디|애니메이션|어드벤처,앤드류 스탠튼,엘렌 드제네레스|헤이든 롤렌스|알버트 브룩스,월트디즈니컴퍼니코리아(주),전체관람가|전체관람가
20159644,봉이 김선달,120,2016,20160706,장편,한국,사극,박대민,유승호|조재현|고창석|라미란|시우민,씨제이이앤엠(주),12세이상관람가
20163962,잔예 - 살아서는 안되는 방,100,2015,20160707,장편,일본,미스터리|공포(호러),나카무라 요시히로,다케우치 유코|하시모토 아이,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
20150203,나우 유 씨 미 2,129,2016,20160713,장편,미국,액션|범죄,존 추,제시 아이젠버그|마크 러팔로|우디 해럴슨|데이브 프랭코|리지 캐플란,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가
20165201,언더 워터,86,2016,20160713,장편,미국,스릴러|공포(호러),자움 콜렛 세라,블레이크 라이블리|오스카 자에나다,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가
20163961,데몰리션,100,2016,20160713,장편,미국,드라마,장 마크 발레,제이크 질렌할|나오미 왓츠,(주)리틀빅픽쳐스,청소년관람불가
20158982,트릭,94,2016,20160713,장편,한국,드라마|스릴러,이창열,이정진|강예원|김태훈,(주)스톰픽쳐스코리아|(주)이수C&E,15세이상관람가
20162572,더 웨이브,104,2015,20160713,장편,노르웨이,드라마|액션,로아 우타우,크리스토퍼 조너|아네 달 토르프|조나스 호프 오프테브로|에디트 하겐루드-산드레,(주)팝엔터테인먼트,12세이상관람가
20165130,나의 산티아고,92,2015,20160714,장편,독일,코미디,줄리아 폰 하인츠,데이비드 스트리에소브|마티나 게덱|카롤리네 슈흐,(주)영화사 진진,12세이상관람가
20156564,부산행,118,2016,20160720,장편,한국,스릴러|액션,연상호,공유|정유미|마동석|김수안|김의성|최우식|안소희,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
