movieCd,movieNm,showTm,prdtYear,openDt,typeNm,nations,genres,directors,actors,companys,audits
20175527,더 펜션,112,2017,20180621,장편,한국,드라마,류장하|정허덕재|윤창모|양종현,조재윤|조한철|박효주|박혁권|이영진|김태훈|신소율|이이경|황선희,(주)영화사오원,15세이상관람가
20182001,개들의 섬,101,2018,20180621,장편,미국,다큐멘터리|코미디|애니메이션,웨스 앤더슨,브라이언 크랜스턴|에드워드 노튼|빌 머레이|제프 골드블럼|리브 슈라이버|스칼렛 요한슨|틸다 스윈튼|프란시스 맥도맨드,이십세기폭스코리아(주),12세이상관람가
20185648,유니콘 원정대: 비밀의 다이어리,91,2016,20180621,장편,인도,애니메이션,카말 반살,최원형|변종필|장은숙|안종덕|장경희,(주)팝엔터테인먼트,전체관람가
20185341,마녀,125,2018,20180627,장편,한국,액션|미스터리,박훈정,김다미|조민수|박희순|최우식,워너브러더스 코리아(주),15세이상관람가
20172469,허스토리,120,2017,20180627,장편,한국,드라마,민규동,김희애|김해숙,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가
20185001,빅샤크: 매직체인지,73,2015,20180627,장편,중국,애니메이션,헤 질리,홍후백|이제인|장병관|김사라|김한나|윤세웅|김경희|이슬,와이드 릴리즈(주),전체관람가
20184721,시카리오: 데이 오브 솔다도,122,2018,20180627,장편,미국,드라마|액션|범죄,스테파노 솔리마,조슈 브롤린|베니치오 델 토로|이사벨라 모너|캐서린 키너,㈜코리아스크린,15세이상관람가
20180522,앤트맨과 와스프,118,2018,20180704,장편,미국,SF|액션|어드벤처,페이튼 리드,폴 러드|에반젤린 릴리,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가|12세이상관람가
20174369,변산,122,2017,20180704,장편,한국,드라마,이준익,박정민|김고은,메가박스중앙(주)플러스엠,15세이상관람가
20184904,드래곤 프린세스,75,2018,20180705,장편,러시아,애니메이션,알트욤 루키체프,0,(주)박수엔터테인먼트,전체관람가
20181443,스카이스크래퍼,102,2018,20180711,장편,미국,스릴러|액션,로슨 마샬 터버,드웨인 존슨,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20182564,"오늘 밤, 로맨스 극장에서",108,2018,20180711,장편,일본,멜로/로맨스|판타지,타케우치 히데키,아야세 하루카|사카구치 켄타로,(주)디스테이션,전체관람가
20175221,킬링 디어,120,2017,20180712,장편,영국|미국,스릴러,요르고스 란티모스,콜린 파렐|니콜 키드먼|배리 케오간,오드,청소년관람불가
20185599,꼬마 보트 토토: 타요 타요 배 타요,73,2017,20180712,장편,노르웨이,어드벤처|애니메이션,시멘 알스빅,엄현정|삼타 샤르마,(주)팝엔터테인먼트,전체관람가
20180282,속닥속닥,91,2018,20180713,장편,한국,미스터리|공포(호러),최상훈,소주연|김민규|김영|김태민|최희진|박진|신재승|고우리,(주)그노스,15세이상관람가
20183361,인크레더블 2,125,2018,20180718,장편,미국,가족|애니메이션|액션|어드벤처|코미디,브래드 버드,크레이그 T. 넬슨|홀리 헌터|사라 보웰|헉 밀너|사무엘 L. 잭슨,월트디즈니컴퍼니코리아 유한책임회사,전체관람가
20185621,호텔 아르테미스,93,2018,20180718,장편,미국,범죄|액션,드류 피어스,조디 포스터|데이브 바티스타|스털링 K. 브라운|소피아 부텔라|제프 골드블럼,판씨네마(주),15세이상관람가
20186282,이별의 아침에 약속의 꽃을 장식하자,114,2018,20180719,장편,일본,드라마|애니메이션|판타지,오카다 마리,이와미 마나카|이리노 미유,(주)미디어캐슬,12세이상관람가
20186001,신은 죽지 않았다 3: 어둠 속의 빛,104,2018,20180719,장편,미국,드라마,마이클 메이슨,데이빗 A.R. 화이트|존 코빗,(주)영화사 그램|(재)CBS,12세이상관람가
20181181,미션 임파서블: 폴아웃,147,2018,20180725,장편,미국,스릴러|액션,크리스토퍼 맥쿼리,톰 크루즈,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가|15세이상관람가
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,67,2018,20180725,장편,한국,어드벤처|애니메이션|판타지,김병갑,조현정|김영은|김채하|신용우,씨제이이앤엠(주),전체관람가
20170942,인랑,138,2018,20180725,장편,한국,액션|SF,김지운,강동원|한효주|정우성|김무열,워너브러더스 코리아(주),15세이상관람가
20187682,해적왕 작스톰,81,2018,20180725,장편,한국,애니메이션,필립 귀엔,엄상현|이주창|정선혜|최석필|최낙윤|김영선,(주)삼지애니메이션,전체관람가
20186121,어느 가족,120,2018,20180726,장편,일본,드라마,고레에다 히로카즈,릴리 프랭키|안도 사쿠라|마츠오카 마유|키키 키린|죠 카이리|사사키 미유,(주)티캐스트,15세이상관람가
20186202,신과함께-인과 연,141,2017,20180801,장편,한국,드라마|판타지,김용화,하정우|주지훈|김향기|마동석|김동욱,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가
20186501,극장판 헬로카봇 : 백악기 시대,84,2018,20180801,장편,한국,애니메이션,김진철|최신규,이지현,(주)넥스트엔터테인먼트월드(NEW),전체관람가
20179044,더 스퀘어,151,2017,20180802,장편,덴마크|스웨덴|독일|프랑스,코미디,루벤 외스틀룬드,클라에스 방|도미닉 웨스트|엘리자베스 모스,아이 엠,15세이상관람가
20181942,맘마미아!2,113,2018,20180808,장편,미국,뮤지컬,올 파커,아만다 사이프리드|릴리 제임스|메릴 스트립|피어스 브로스넌|제레미 어바인|콜린 퍼스|휴 스키너|스텔란 스카스가드|조쉬 딜란,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20179101,공작,137,2017,20180808,장편,한국,드라마,윤종빈,황정민|이성민|조진웅|주지훈,씨제이이앤엠(주),12세이상관람가
20184802,몬스터 호텔 3,97,2018,20180808,장편,미국,판타지|애니메이션|코미디|가족,젠디 타타코브스키,아담 샌들러|셀레나 고메즈|앤디 샘버그,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가
20187427,명탐정 코난 : 제로의 집행인,110,2018,20180808,장편,일본,애니메이션,타치카와 유즈루,타카야마 미나미|야마자키 와카나|코야마 리키야,씨제이이앤엠(주),12세이상관람가
20183584,메가로돈,113,2018,20180815,장편,미국,SF|액션|공포(호러),존 터틀타웁,도미닉 페이스|캐롤라인 해리스|마이클 매드슨,워너브러더스 코리아(주),12세이상관람가|12세이상관람가
20170670,목격자,111,2017,20180815,장편,한국,스릴러,조규장,이성민|김상호|진경|곽시양,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
20187641,극장판 도라에몽: 진구의 보물섬,107,2018,20180815,장편,일본,어드벤처|애니메이션|SF,이마이 카즈아키,윤아영|김정아|미즈타 와사비|오오하라 메구미,(주)이수C&E,전체관람가
20187683,플로이,82,2018,20180815,장편,벨기에|아이슬란드,가족|애니메이션|어드벤처,아르니 올라푸르 아스게이르손,하하,(주)스마일이엔티,전체관람가
20187647,나를 차버린 스파이,117,2018,20180822,장편,미국,코미디|액션,수잔나 포겔,밀라 쿠니스|케이트 맥키넌,(주)누리픽쳐스,15세이상관람가
20153446,너의 결혼식,110,2017,20180822,장편,한국,멜로/로맨스,이석근,박보영|김영광,메가박스중앙(주)플러스엠,12세이상관람가
20187657,마일22,94,2018,20180823,장편,미국,스릴러|액션|어드벤처,피터 버그,마크 월버그,(주)팝엔터테인먼트,15세이상관람가
20185046,서치,102,2017,20180829,장편,미국,드라마,아니쉬 차간티,존 조|데브라 메싱,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가
20177537,상류사회,119,2018,20180829,장편,한국,드라마,변혁,박해일|수애,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가
20189362,업그레이드,100,2018,20180906,장편,미국,액션,리 워넬,로간 마샬그린,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가
20189261,어드리프트:우리가 함께한 바다,96,2018,20180906,장편,미국,드라마|멜로/로맨스,발타자르 코루마쿠르,쉐일린 우들리|샘 클래플린,(주)이수C&E,12세이상관람가
20188446,양말요정 휴고의 대모험,77,2016,20180906,장편,크로아티아|체코|슬로바키아,애니메이션|어드벤처,갈리나 미클리노바,조연우|크리스토프 하데크,와이드 릴리즈(주),전체관람가
20156554,물괴,105,2017,20180912,장편,한국,사극|액션,허종호,김명민|김인권|혜리|박성웅|박희순|이경영|최우식,롯데컬처웍스(주)롯데엔터테인먼트|씨네그루(주)키다리이엔티,15세이상관람가
20188581,더 프레데터,107,2018,20180912,장편,미국,스릴러|SF|액션,쉐인 블랙,보이드 홀브룩|올리비아 문|트레반트 로즈|스털링 K. 브라운|제이콥 트렘블레이|키건 마이클 키,이십세기폭스코리아(주),청소년관람불가
20188342,바니부기: 드래곤 에그를 찾아서,76,2017,20180912,장편,중국,어드벤처|애니메이션,리양우,호정|주미,(주)박수엔터테인먼트,전체관람가
20188567,더 게스트,88,2017,20180912,장편,스페인,스릴러|공포(호러),미겔 앙헬 비바스,레이첼 니콜스|로라 해링,(주)스톰픽쳐스코리아,청소년관람불가
20188242,타샤 튜더,104,2017,20180913,장편,일본,다큐멘터리,마츠타니 미츠에,타샤 튜더,(주)마노엔터테인먼트,전체관람가
20173734,죄 많은 소녀,113,2017,20180913,장편,한국,미스터리|드라마,김의석,전여빈|서영화|고원희,CGV아트하우스,15세이상관람가
20189262,더 넌,96,2018,20180919,장편,미국,공포(호러),코린 하디,테이사 파미가|데미안 비쉬어|보니 아론스|샬롯 호프,워너브러더스 코리아(주),15세이상관람가
20177308,협상,114,2018,20180919,장편,한국,범죄,이종석,손예진|현빈,씨제이이앤엠(주),15세이상관람가
20172204,명당,126,2018,20180919,장편,한국,사극,박희곤,조승우|지성|김성균|문채원|유재명|박충선|백윤식,메가박스중앙(주)플러스엠,12세이상관람가
20176122,안시성,135,2018,20180919,장편,한국,액션|사극,김광식,조인성|남주혁|박성웅,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가
20189746,극장판 뽀잉: 슈퍼 변신의 비밀,72,2018,20180920,장편,한국,애니메이션,정미화,전태열|엄상현|홍소영|정영웅,(주)시너지미디어|(주)이수C&E,전체관람가
20189268,루이스,85,2018,20180920,장편,독일,애니메이션,크리스토프 라우엔슈타인|울프강 라우엔슈타인,김서영|칼럼 말로니,(주)스마일이엔티,전체관람가
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,103,2017,20180920,장편,일본,애니메이션,우시로 신지,여민정|한채언|김지율|홍범기|소정환|강성우|신용우|이호산,씨제이이앤엠(주),전체관람가
20185222,체실 비치에서,109,2017,20180920,장편,영국,멜로/로맨스|드라마,도미닉 쿡,빌리 하울|시얼샤 로넌,그린나래미디어(주)|(주)키위미디어그룹,15세이상관람가
20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,68,2018,20180922,장편,일본,애니메이션,닛타 노리오,0,(주)엠제이픽쳐스,전체관람가
20167903,원더풀 고스트,96,2018,20180926,장편,한국,범죄|코미디|드라마,조원희,마동석|김영광|이유영,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온,12세이상관람가
20189743,파이널 포트레이트,90,2017,20180927,장편,영국,드라마,스탠리 투치,제프리 러쉬|아미 해머|실비 테스튀|클레멘스 포시,(주)팝엔터테인먼트,15세이상관람가
20179189,암수살인,109,2017,20181003,장편,한국,드라마|범죄,김태균,김윤석|주지훈,(주)쇼박스,15세이상관람가
20177221,베놈,107,2018,20181003,장편,미국,스릴러|액션|SF,루벤 플레셔,톰 하디|미셀 윌리엄스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가
20189123,곰돌이 푸 다시 만나 행복해,103,2018,20181003,장편,미국,어드벤처,마크 포스터,이완 맥그리거|헤일리 앳웰|마크 거티스|짐 커밍스,월트디즈니컴퍼니코리아 유한책임회사,전체관람가
20189462,셜록 놈즈,86,2018,20181003,장편,미국,코미디|애니메이션,존 스티븐슨,조니 뎁|에밀리 블런트|제임스 맥어보이|장민혁|박영재|정주원|장예나,씨네그루(주)키다리이엔티|(주)삼백상회,전체관람가
20180523,스타 이즈 본,135,2018,20181009,장편,미국,멜로/로맨스|드라마,브래들리 쿠퍼,브래들리 쿠퍼|레이디 가가,워너브러더스 코리아(주),15세이상관람가
20180931,극장판 가면라이더 이그제이드: 트루 엔딩,57,2017,20181009,장편,일본,애니메이션|액션,나카자와 쇼지로,김혜성|류승곤|이호산|정재헌|김연우|박성영|서반석|이이지마 히로키|세토 토시키|마츠모토 우쿄,(주)이수C&E,전체관람가
20189331,리즈와 파랑새,90,2018,20181009,장편,일본,애니메이션,야마다 나오코,타네자키 아츠미|토야마 나오,(주)디스테이션|플레이리스트(주),전체관람가
20180770,다이노 어드벤처2: 육해공 공룡 대백과,71,2018,20181009,장편,영국,가족|애니메이션|액션,마이크 데블린,0,(주)박수엔터테인먼트,전체관람가
20181262,노크: 초대받지 않은 손님,85,2018,20181011,장편,미국,스릴러|공포(호러),조하네스 로버츠,베일리 매디슨|루이스 풀먼|크리스티나 헨드릭스|마틴 헨더슨,(주)삼백상회,15세이상관람가
20189067,미쓰백,97,2017,20181011,장편,한국,드라마,이지원,한지민|김시아|이희준,(주)리틀빅픽쳐스,15세이상관람가
20188661,에브리데이,97,2018,20181011,장편,미국,멜로/로맨스,마이클 수지,앵거리 라이스|저스티스 스미스|오웬 티그|제이콥 배털런|루카스 제이드 주먼,그린나래미디어(주)|(주)홈초이스,12세이상관람가
20180624,킨: 더 비기닝,102,2018,20181011,장편,미국,액션|미스터리,조쉬 베이커|조나단 베이커,마일스 트루잇|잭 레이너|조 크라비츠,판씨네마(주),15세이상관람가
20186321,퍼스트맨,141,2018,20181018,장편,미국,드라마|SF,데이미언 셔젤,라이언 고슬링|클레어 포이,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가
20187521,펭귄 하이웨이,117,2018,20181018,장편,일본,판타지|애니메이션|어드벤처,이시다 히로야스,키타 카나|아오이 유우|김서영,(주)넥스트엔터테인먼트월드(NEW),전체관람가
20184678,배반의 장미,98,2018,20181018,장편,한국,코미디,박진영,김인권|정상훈|손담비|김성철,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가
20180628,액슬,98,2018,20181018,장편,미국,어드벤처|액션,올리버 달리,알렉스 뉴이스테터,(주)팝엔터테인먼트,12세이상관람가
20174981,창궐,121,2018,20181025,장편,한국,액션|사극,김성훈,현빈|장동건,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
20181669,윌리,89,2018,20181025,장편,말레이시아,코미디|애니메이션|어드벤처,칼 멘데스,허성재|조연우|방지원|송영인|신정훈|박상우|오기 뱅크스|개빈 얍,㈜코리아스크린,전체관람가
20182403,크레이지 리치 아시안,120,2018,20181025,장편,미국,코미디|멜로/로맨스,존 추,콘스탄스 우|헨리 골딩|양자경|젬마 찬|아콰피나,워너브러더스 코리아(주),12세이상관람가
20177538,완벽한 타인,115,2018,20181031,장편,한국,코미디|드라마,이재규,유해진|조진웅|이서진|염정아|김지수|송하윤|윤경호,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가
20181171,바울,107,2018,20181031,장편,미국,드라마,앤드류 하얏트,제임스 펄크너|제임스 카비젤,(재)CBS,15세이상관람가
20185485,보헤미안 랩소디,134,2018,20181031,장편,미국,드라마,브라이언 싱어,라미 말렉|루시 보인턴|귈림 리|벤 하디|조셉 마젤로,이십세기폭스코리아(주),12세이상관람가
20181404,벽 속에 숨은 마법시계,105,2018,20181031,장편,미국,스릴러|판타지|공포(호러)|미스터리|SF,일라이 로스,잭 블랙|케이트 블란쳇|오웬 바카로,CGV아트하우스,전체관람가
20180987,할로윈,105,2018,20181031,장편,미국,공포(호러),데이빗 고든 그린,제이미 리 커티스|주디 그리어,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가
20181879,나츠메 우인장: 세상과 연을 맺다,104,2018,20181031,장편,일본,애니메이션,이토 히데키|오오모리 타카히로,카미야 히로시|이노우에 카즈히코,(주)애니플러스,전체관람가
20189281,폴란드로 간 아이들,78,2018,20181031,장편,한국,드라마|다큐멘터리,추상미,추상미|이송,커넥트픽쳐스(주),전체관람가
20181367,캡틴 스터비,84,2018,20181101,장편,영국|미국|아일랜드|프랑스|캐나다,전쟁|애니메이션|어드벤처|가족,리처드 라니,로건 레먼|제라르 드파르디외|헬레나 본햄 카터,(주)디스테이션,전체관람가
20182693,구스범스: 몬스터의 역습,89,2018,20181107,장편,미국,어드벤처|판타지,아리 산델,웬디 맥렌던 커비|매디슨 아이즈먼|크리스 파넬|켄 정,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가
20170513,동네사람들,99,2018,20181107,장편,한국,스릴러|액션,임진순,마동석|김새론|이상엽,(주)리틀빅픽쳐스,15세이상관람가
20182748,알리바이 닷 컴,89,2017,20181107,장편,프랑스,멜로/로맨스|코미디,필리프 라슈,필립 라쇼|엘로디 퐁탕,판씨네마(주),15세이상관람가
20183063,박물관이 진짜 살아있다,86,2017,20181108,장편,체코,코미디|애니메이션|어드벤처,이나 예블라니코바|마틴 코틱,0,(주)팝엔터테인먼트,전체관람가
20179006,여곡성,94,2018,20181108,장편,한국,미스터리|공포(호러),유영선,서영희|손나은|이태리|박민지,(주)스마일이엔티,15세이상관람가
20176814,신비한 동물들과 그린델왈드의 범죄,133,2018,20181114,장편,미국,판타지,데이빗 예이츠,에디 레드메인|캐서린 워터스톤|앨리슨 수돌|에즈라 밀러|주드 로|조니 뎁|칼럼 터너,워너브러더스 코리아(주),12세이상관람가|12세이상관람가
20182935,출국,104,2018,20181114,장편,한국,드라마,노규엽,이범수,,15세이상관람가
20183050,번 더 스테이지: 더 무비,82,2018,20181115,장편,한국,기타,박준수,RM|진|슈가|제이홉|지민|뷔|정국|방탄소년단,월트디즈니컴퍼니코리아 유한책임회사,전체관람가
20186822,너의 췌장을 먹고 싶어,109,2018,20181115,장편,일본,드라마|애니메이션,우시지마 신이치로,타카스기 마히로|린,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가
20183009,로빈슨의 언더워터 어드벤처,73,2018,20181115,장편,러시아,어드벤처|애니메이션|판타지,막심 볼코브,0,(주)박수엔터테인먼트,전체관람가
20189869,해피 투게더,110,2018,20181115,장편,한국,코미디|드라마,김정환,박성웅|송새벽|최로운,플레이리스트(주),12세이상관람가
20184481,성난황소,115,2018,20181122,장편,한국,액션|범죄,김민호,마동석|송지효|김성오,(주)쇼박스,15세이상관람가
20183073,베일리 어게인,100,2017,20181122,장편,미국,코미디|어드벤처|드라마,라세 할스트롬,조시 게드|데니스 퀘이드,(주)홈초이스,전체관람가
20184514,꼬마비행기 피티와 친구들:사막구출 대작전,73,2016,20181122,장편,중국,애니메이션,루카스 퀴아오,치엔 펑|제임스 라라비,와이드 릴리즈(주),전체관람가
20182669,툴리,95,2018,20181122,장편,캐나다,드라마,제이슨 라이트맨,맥켄지 데이비스|샤를리즈 테론,(주)리틀빅픽쳐스,15세이상관람가
20183043,캡틴 샤키,77,2017,20181122,장편,독일,어드벤처|애니메이션|액션,허버트 베일란드,최정현|김경희|민아|박상훈|석승훈|홍진욱|안톤 페촐트|율레 헤르만|악셀 프랄,예지림엔터테인먼트,전체관람가
20177552,국가부도의 날,114,2018,20181128,장편,한국,드라마,최국희,김혜수|유아인|허준호|조우진,씨제이이앤엠(주),12세이상관람가
20183007,거미줄에 걸린 소녀,115,2018,20181128,장편,미국,범죄|액션|스릴러,페드 알바레즈,클레어 포이,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가
20181905,후드,116,2018,20181128,장편,미국,어드벤처,오토 바서스트,태런 에저튼|제이미 폭스|벤 멘델존|제이미 도넌|이브 휴슨|폴 앤더슨,(주)이수C&E,12세이상관람가
20182966,투 프렌즈,74,2018,20181129,장편,러시아,어드벤처|애니메이션,빅터 아즈에프,0,(주)박수엔터테인먼트,전체관람가
20178825,모털 엔진,128,2018,20181205,장편,미국,SF|액션|어드벤처,크리스찬 리버스,헤라 힐마|로버트 시한|휴고 위빙|지혜|스티븐 랭,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가
20183745,런닝맨 : 풀룰루의 역습,66,2018,20181205,장편,한국,애니메이션,윤준상,김서영|권창욱|엄상현|김연우|강시현|전태열,(주)넥스트엔터테인먼트월드(NEW),전체관람가
20179230,도어락,102,2018,20181205,장편,한국,드라마|스릴러,이권,공효진,메가박스중앙(주)플러스엠,15세이상관람가
20189843,호두까기 인형과 4개의 왕국,99,2018,20181206,장편,미국,드라마|판타지,조 존스톤|라세 할스트롬,맥켄지 포이|키이라 나이틀리|헬렌 미렌|모건 프리먼,월트디즈니컴퍼니코리아 유한책임회사,전체관람가
20183650,번개맨의 비밀,68,2018,20181206,장편,한국,뮤지컬|가족,강유선,서홍석|유수호,(주)디스테이션,전체관람가
20183288,헌터 킬러,121,2017,20181206,장편,미국,스릴러|액션,도노반 마시,제라드 버틀러|게리 올드만,씨네그루(주)키다리이엔티,15세이상관람가
20184529,트와이스랜드,109,2018,20181207,장편,한국,다큐멘터리,,쯔위|나연|정연|모모|사나|지효|미나|다현|채영,씨제이 씨지브이(CJ CGV)(주),전체관람가
20183238,스파이더맨: 뉴 유니버스,116,2018,20181212,장편,미국,가족|애니메이션|액션,로드니 로스맨|밥 퍼시케티|피터 램지,샤메익 무어|헤일리 스테인펠드|니콜라스 케이지|제이크 존슨|리브 슈라이버|마허샬라 알리,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가|12세이상관람가
20181764,모어 댄 블루,106,2018,20181212,장편,대만,드라마|멜로/로맨스,임효겸,류이호|진의함,오드,12세이상관람가
20182082,부탁 하나만 들어줘,116,2018,20181212,장편,미국,미스터리|스릴러,폴 페이그,안나 켄드릭|블레이크 라이블리,(주)팝엔터테인먼트,청소년관람불가
20183685,엘리엇과 산타 썰매단,89,2018,20181212,장편,캐나다,가족|애니메이션,제니퍼 웨스트콧,최원형|장경희|조쉬 허처슨|사만다 비,(주)팝엔터테인먼트,전체관람가
20175547,스윙키즈,133,2018,20181219,장편,한국,드라마,강형철,디오|자레드 그라임스|박혜수|오정세|김민호,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가
20168773,마약왕,139,2017,20181219,장편,한국,드라마|범죄,우민호,송강호|조정석|배두나,(주)쇼박스,청소년관람불가
20180290,아쿠아맨,143,2018,20181219,장편,호주|미국,액션,제임스 완,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨,워너브러더스 코리아(주),12세이상관람가|12세이상관람가
20182421,그린치,89,2018,20181219,장편,미국,코미디|애니메이션,스콧 모시어,베네딕트 컴버배치,유니버설픽쳐스인터내셔널 코리아(유),전체관람가|전체관람가
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,103,2018,20181219,장편,일본,애니메이션,타카하시 와타루,박영남|강희선|김환진|여민정,씨제이이앤엠(주),전체관람가
20183375,극장판 포켓몬스터 모두의 이야기,98,2018,20181219,장편,일본,애니메이션,야지마 테츠오,마츠모토 리카|오오타니 이쿠에,(주)이수C&E,전체관람가
20186281,범블비,113,2018,20181225,장편,미국,SF|액션|어드벤처,트래비스 나이트,헤일리 스테인펠드|존 시나,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가
20183785,점박이 한반도의 공룡2 : 새로운 낙원,93,2018,20181225,장편,한국,애니메이션,한상호,박희순|라미란|김성균,(주)넥스트엔터테인먼트월드(NEW),전체관람가|전체관람가
20170658,PMC: 더 벙커,124,2018,20181226,장편,한국,액션,김병우,하정우|이선균,씨제이이앤엠(주),15세이상관람가
20188042,독전: 익스텐디드 컷,131,2017,20180718,장편,한국,범죄|액션,이해영,조진웅|류준열|김주혁|김성령|박해준|차승원,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가
