movieCd,movieNm,openDt,nations,directors,actors,companys,audits,w1,w2,w3,w4,tot,hCnt,애니메이션,멜로/로맨스,액션,가족,뮤지컬,범죄,미스터리,전쟁,다큐멘터리,어드벤처,공연,코미디,드라마,서부극(웨스턴),스릴러,판타지,SF,공포(호러),사극
20156007,인페르노,20161019,2,489080,279813,3,3,557906,651924,682444,688145,689071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20151022,걷기왕,20161020,3,25304,641815,2,2,75646,87191,90239,92626,95542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20163181,닥터 스트레인지,20161026,2,1460379,697297,1,2,2842766,4208813,4956764,5259664,5447269,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20160781,쿠보와 전설의 악기,20161026,2,796084,134654,3,1,18203,26639,30017,30499,30525,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20160862,선생님의 일기,20161102,1,71753,36093,1,2,61617,70281,71020,71120,72156,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,20161103,1,42163,4290,3,1,44738,61551,63823,64351,64729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161527,로스트 인 더스트,20161103,2,32252,288709,3,3,67572,77985,79729,80636,81966,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20162609,인어공주 : 새로운 모험의 시작,20161103,1,32624,27602,1,1,25261,30298,31540,32175,32624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20163521,스플릿,20161109,3,2715622,851277,1,3,553151,716204,755932,757413,758195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20162147,세상에서 고양이가 사라진다면,20161109,1,41962,32103,1,2,59941,68422,69558,70140,70424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20162504,감바의 대모험,20161110,1,88193,29390,1,1,64614,95276,111214,116104,117591,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20169730,당신자신과 당신의 것,20161110,3,34114,519357,1,4,12250,15691,17296,17634,18171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20162365,신비한 동물사전,20161116,2,2801471,195973,3,2,2379264,3703028,4305039,4520586,4667179,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20154905,가려진 시간,20161116,3,176594,276747,2,2,434830,504146,507923,509030,511369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20162629,하이큐!! 끝과 시작,20161116,1,55508,5223,2,2,51638,66779,73046,75055,100030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161603,순종,20161117,3,43983,28236,1,1,23484,35851,42555,47849,58644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20159286,연애담,20161117,3,14576,289419,1,4,10377,16504,19470,20911,24102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20154661,형,20161123,3,2493847,990071,3,2,1461481,2372436,2781521,2965327,2982514,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20163824,미스 사이공 : 25주년 특별 공연,20161124,2,6952,0,3,3,25776,37103,40668,43428,48931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20163903,리틀메딕: 몸속탐험대,20161124,1,66562,32048,2,1,36922,64501,66241,66562,66562,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20162787,테일 오브 테일즈,20161124,1,33290,125254,1,4,19917,26319,29107,29823,30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20167628,캡틴 판타스틱,20161130,2,15261,2587,1,3,11322,13727,14169,14247,15261,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20167904,라라랜드,20161207,2,1869774,638172,2,2,794179,1509356,2136290,2584959,3656033,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20144641,판도라,20161207,3,2381985,697721,3,2,1947524,3443787,4106836,4480127,4585116,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20163884,아기배달부 스토크,20161207,2,172448,332707,3,1,189309,300307,321761,322882,323730,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161763,"나, 다니엘 블레이크",20161208,1,6480,24742,1,2,21061,35996,49498,62453,98966,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20157064,커튼콜,20161208,3,446422,167844,1,3,5166,5385,5463,5513,5526,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20163856,호비와 동화나라 대모험,20161208,1,13337,11787,1,1,10608,14150,15565,15641,16660,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20152371,"당신, 거기 있어줄래요",20161214,3,364097,172792,3,2,784933,1067441,1163531,1168554,1168782,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20161725,마스터,20161221,3,4273582,1765678,3,3,3835983,5863263,6700728,7110151,7150586,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20162025,씽,20161221,2,587937,143928,3,1,751104,1363991,1654744,1722331,1730773,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,20161222,1,264829,222666,2,1,181460,261862,279192,281752,282565,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20160221,에곤 쉴레: 욕망이 그린 그림,20161222,1,49654,49654,1,4,19656,30664,39173,43231,49654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20163183,로그 원: 스타워즈 스토리,20161228,2,576359,890631,2,2,872442,1002832,1015768,1017127,1019309,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
20162727,루돌프와 많이있어,20161228,1,186423,209750,3,1,165970,210755,213007,214518,216036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20165543,하이큐!! 승자와 패자,20161228,1,55508,6732,1,2,25528,32468,36024,37201,53373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161872,너의 이름은.,20170104,1,1127853,2017225,3,2,1628373,2738308,3173228,3472356,3727716,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20165153,눈의 여왕 3: 눈과 불의 마법대결,20170104,1,493462,20291,2,1,296708,356670,365077,366908,368195,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20150966,사랑하기 때문에,20170104,3,174629,354207,3,2,295877,338797,339869,340528,340936,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20151181,여교사,20170104,3,11987,96287,1,4,105081,113067,114703,116630,118621,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20168381,얼라이드,20170111,2,209510,438786,3,3,418161,477967,511137,518186,520448,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20165443,모아나,20170112,2,439452,1476622,2,1,915567,1430333,1974565,2190342,2311019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20163014,7년-그들이 없는 언론,20170112,3,17560,0,1,2,12486,15560,16251,16495,17560,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20151228,공조,20170118,3,3201155,924666,3,3,1621572,5049695,6627878,7437836,7817654,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20163845,터닝메카드W: 블랙미러의 부활,20170118,3,271501,26414,2,1,303598,402912,425108,428663,430013,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151229,더 킹,20170118,3,2910375,687964,3,3,2372889,4502943,5132099,5307111,5318007,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20163186,단지 세상의 끝,20170118,1,21710,186846,1,3,18011,24954,28697,29896,31604,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20165822,매기스 플랜,20170125,2,27485,112807,1,3,25745,37757,42593,44594,47855,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20167324,라이언,20170201,2,67636,85500,2,2,76088,96220,101582,103428,104439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20154342,뚜르: 내 생애 최고의 49일,20170201,3,9266,27908,1,2,23777,26373,27153,27432,27908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20179281,컨택트,20170202,2,229391,562237,3,2,474040,594826,620103,630112,634150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
20161141,50가지 그림자: 심연,20170209,2,137037,96156,3,4,156963,183069,188756,189366,189620,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20150964,조작된 도시,20170209,3,4476245,428667,3,3,1511076,2189513,2462566,2501791,2515590,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20167644,발레리나,20170209,1,101646,329728,2,1,125537,173766,196491,200153,203293,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20162873,레고 배트맨 무비,20170209,2,148760,38404,3,1,124397,142496,148038,148364,148760,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20163580,그레이트 월,20170215,2,239005,46496,3,2,444800,496957,497948,499858,501486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20166421,재심,20170215,3,967578,866231,1,3,1370817,2111160,2309782,2403818,2421197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20161744,트롤,20170216,2,532726,3560,3,1,334536,594622,645811,670783,675966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20167906,마이펫 오지,20170216,1,20590,10110,3,1,91955,120118,122430,123693,124318,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20170241,23 아이덴티티,20170222,2,617609,756388,3,3,1316094,1573959,1666736,1675719,1676011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20166101,존 윅 - 리로드,20170222,2,351001,240125,1,4,220625,257445,269907,272668,277414,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20165927,문라이트,20170222,2,179277,80434,2,3,71031,119917,149377,164343,179308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20167922,핵소 고지,20170222,2,327253,913360,2,3,152375,168535,174222,175197,177900,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20161723,싱글라이더,20170222,3,351276,1221714,3,3,320079,346258,350715,351016,351276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20170509,극장판 소드 아트 온라인 -오디널 스케일-,20170223,1,120921,65958,2,2,75097,94173,105509,111198,120921,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20166468,사일런스,20170228,2,374876,273824,2,3,61237,80368,87624,90559,95156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20161827,로건,20170301,2,695027,933421,3,4,1312794,1899313,2131969,2162839,2173686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20158799,눈길,20170301,3,130500,831191,1,3,104626,124326,127069,128723,130500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20150971,해빙,20170301,3,305774,598866,3,3,1006919,1175424,1203180,1203595,1204600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20168183,콩: 스컬 아일랜드,20170308,2,844941,729870,3,2,1195510,1609890,1683146,1689700,1689717,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20168750,파도가 지나간 자리,20170308,2,49384,82781,2,3,55475,74284,79696,81898,82736,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20170761,걸 온 더 트레인,20170309,2,92079,497951,3,4,27148,27455,27990,28690,29190,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
20164721,미녀와 야수,20170316,2,1256098,497995,2,1,2075794,3445348,4274946,4711186,5138328,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20170221,골드,20170322,2,571743,769698,2,3,23431,25137,25172,25281,25659,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20167363,히든 피겨스,20170323,2,267966,283724,3,2,208809,323574,384246,415406,449518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20162181,프리즌,20170323,3,2931897,894748,2,4,1700909,2425884,2771331,2891150,2931897,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20167902,보통사람,20170323,3,192537,731949,1,3,329602,379760,383048,383335,383336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20179442,밤의 해변에서 혼자,20170323,3,34114,726894,1,4,32664,45615,50611,53240,57110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20171801,극장판 암살교실 : 365일의 시간,20170323,1,10474,18175,2,2,20027,26083,27758,28236,28364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151230,원라인,20170329,3,435142,297271,3,3,351725,426026,433118,434338,435142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20167364,미스 슬로운,20170329,2,41775,845311,1,3,28451,38306,44123,46615,48051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20164926,분노,20170330,1,22061,22309,3,4,14034,20857,25955,27436,29426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20167901,어느날,20170405,3,170494,820634,1,3,198408,229413,233838,234645,234829,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171381,라이프,20170405,2,161362,132528,2,3,387291,451098,459261,459880,459984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20151227,아빠는 딸,20170412,3,223,255207,3,2,357625,589470,643875,646097,647305,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20167542,분노의 질주: 더 익스트림,20170412,2,896912,210623,3,3,1794978,2798060,3424763,3624850,3659516,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20173690,흑집사 북 오브 더 아틀란틱,20170413,1,24563,8430,2,3,17894,27208,33167,36013,38321,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20170741,지니어스,20170413,2,27224,193183,1,2,19924,24351,26044,26647,27224,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,20170413,2,53970,38340,2,1,18896,36563,43901,45328,45484,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20172541,오두막,20170420,2,39958,312127,2,2,44456,54346,59433,64290,77699,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20174561,더 플랜,20170420,3,45001,0,1,3,25199,31930,33925,34122,34225,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20172125,파운더,20170420,2,134355,1359883,2,3,26370,32747,34153,34435,34593,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20172641,마리안느와 마가렛,20170420,3,29233,21924,2,1,14408,21225,22976,25993,29233,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20161726,임금님의 사건수첩,20170426,3,1753842,626019,3,2,1111569,1569479,1626857,1632364,1635003,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20173301,"서서평, 천천히 평온하게",20170426,3,92968,193695,1,1,55887,78308,90200,95757,123958,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20162871,특별시민,20170426,3,896785,1008553,2,3,1208488,1351694,1359721,1360335,1362634,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20164829,나는 부정한다,20170426,2,19113,15935,1,2,17166,24089,26699,28858,31673,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20174165,극장판 또봇: 로봇군단의 습격,20170427,3,106398,182528,3,1,97298,134860,140790,141334,141865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20175142,극장판 쿠로코의 농구 라스트 게임,20170427,1,32587,11292,2,2,26102,38924,47335,52072,63536,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161665,스머프: 비밀의 숲,20170428,2,590925,257451,2,1,349854,407546,422499,425078,427764,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20162722,보안관,20170503,3,1647522,906833,3,3,1716624,2351249,2549414,2582676,2588628,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20174061,보스 베이비,20170503,2,1565704,267487,3,1,1545854,2001401,2236518,2351036,2452245,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20163603,가디언즈 오브 갤럭시 VOL. 2,20170503,2,2736060,1375406,2,2,2055994,2516532,2696205,2729963,2736060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20173061,슈퍼 빼꼼: 스파이 대작전,20170503,3,79848,68895,3,1,87040,93644,96597,98572,99752,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20163185,언노운 걸,20170503,1,60054,27096,1,2,15620,20750,23548,24321,25243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20156708,석조저택 살인사건,20170509,3,550239,339054,2,3,328584,349072,350599,350787,353517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20179382,에이리언: 커버넌트,20170509,2,393588,780470,3,3,1063197,1272178,1301602,1304484,1307226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20170321,목소리의 형태,20170509,1,76780,43830,1,1,221363,263070,273533,275402,276463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20175262,겟 아웃,20170517,2,1807270,265114,3,3,1261443,1838593,2079924,2113587,2139452,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
20164844,불한당: 나쁜 놈들의 세상,20170517,3,931857,993787,3,4,712525,890777,914990,921225,963114,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20173961,킹 아서: 제왕의 검,20170517,2,2939942,364953,3,2,383668,414832,415605,415714,415714,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20174721,로스트 인 파리,20170518,1,9315,9315,1,2,13460,18357,21866,24237,27256,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20170982,캐리비안의 해적: 죽은 자는 말이 없다,20170524,2,1152307,299181,2,2,1865118,2712372,2924611,3028200,3049894,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
20174602,노무현입니다,20170525,3,549680,77219,1,2,873954,1430543,1638808,1761700,1855515,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20173642,너와 100번째 사랑,20170525,1,51939,50071,1,2,43239,71224,78011,80110,80839,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20169348,대립군,20170531,3,983069,988190,3,3,746802,809219,832111,835564,837500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20168261,원더 우먼,20170531,2,365642,455670,3,2,1587714,1933648,2114239,2151021,2165401,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
20160483,꿈의 제인,20170531,3,25110,117525,1,4,12652,16722,19682,21961,25110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,20170601,1,109358,221759,3,1,83760,103729,108644,109190,109358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,20170601,1,64858,22305,2,1,46304,63305,69592,73282,73797,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20175581,파워배틀 와치카: 와치가면의 역습,20170601,3,50768,22544,1,1,19701,22350,22805,23290,23675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20166488,미이라,20170606,2,15,236922,3,3,2580157,3346629,3604768,3673396,3689325,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20162343,악녀,20170608,3,1316126,185914,3,4,679877,1032037,1173053,1201673,1208081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20168041,용순,20170608,3,13411,235482,3,3,9141,11116,12053,12475,13411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20173833,심야식당 2,20170608,1,51373,26070,1,2,32348,41678,45473,46381,46700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20176983,킹 오브 프리즘 프라이드 더 히어로,20170610,1,37739,24154,1,3,21002,31149,39612,47664,128847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20166384,하루,20170615,3,1129609,647902,2,3,762651,1076472,1125069,1129127,1129609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20175662,엘르,20170615,1,181702,15258,2,4,16736,27420,32553,33997,35368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20172241,꼬마돼지 베이브의 대모험,20170615,1,42879,20131,2,1,25228,34930,38254,41099,42879,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20175423,나의 붉은고래,20170615,1,43840,28144,1,1,52993,57119,57651,58276,58454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20176741,꼬마참새 리차드: 아프리카 원정대,20170615,1,198614,58124,2,1,36546,57773,68254,78682,81136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20166967,트랜스포머: 최후의 기사,20170621,2,2534554,166585,3,2,2015435,2488693,2584236,2612964,2614601,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20176201,더 서클,20170622,2,71362,702880,2,2,64815,70987,71328,71360,71362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
20178982,박열,20170628,3,2591738,908762,3,2,1457643,1970187,2289636,2353486,2359707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20159647,리얼,20170628,3,470195,791607,3,4,426567,460058,467053,469350,470195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20176961,지랄발광 17세,20170628,2,83258,391422,2,3,52471,78115,83018,83258,83258,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20158485,옥자,20170629,2,4843774,265110,3,2,162216,238562,282374,302775,322663,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
